Account Number,Financial Month,Date,Transaction No,Transaction Type,Trans Type Category,Transaction Note,Trans In Amount ,Trans Out Amount
32560,23-Dec,22-Dec-23,47030886,SD,EFT,Not Available,100,0
32560,23-Dec,22-Dec-23,47033695,1,COUNTER,Not Available,0,"-1,100.00"
32560,23-Dec,23-Dec-23,47034824,SD,EFT,Not Available,40,0
32560,23-Dec,28-Dec-23,47042734,SCR,EFT,Not Available,40,0
32560,23-Dec,28-Dec-23,47042935,SO,EFT,Not Available,0,-40
32560,23-Dec,28-Dec-23,47042936,SO,EFT,Not Available,40,0
32560,23-Dec,29-Dec-23,47044194,SD,EFT,Not Available,100,0
32560,23-Dec,30-Dec-23,47047652,SD,EFT,Not Available,40,0
32564,23-Dec,14-Dec-23,47012980,1,COUNTER,Not Available,500,0
32585,23-Dec,01-Dec-23,46981726,SD,EFT,Not Available,50,0
32585,23-Dec,08-Dec-23,46998656,SD,EFT,Not Available,50,0
32585,23-Dec,15-Dec-23,47014289,SD,EFT,Not Available,50,0
32585,23-Dec,22-Dec-23,47030887,SD,EFT,Not Available,50,0
32585,23-Dec,29-Dec-23,47044195,SD,EFT,Not Available,50,0
32587,23-Dec,01-Dec-23,46981727,SD,EFT,Not Available,66,0
32587,23-Dec,08-Dec-23,46998657,SD,EFT,Not Available,66,0
32587,23-Dec,15-Dec-23,47014290,SD,EFT,Not Available,66,0
32587,23-Dec,22-Dec-23,47030888,SD,EFT,Not Available,66,0
32587,23-Dec,29-Dec-23,47044196,SD,EFT,Not Available,66,0
32594,23-Dec,19-Dec-23,47024001,1,COUNTER,Not Available,0,"-2,000.00"
32607,23-Dec,19-Dec-23,47023648,SCR,EFT,Not Available,10,0
32607,23-Dec,19-Dec-23,47023669,SO,EFT,Not Available,0,-10
32607,23-Dec,19-Dec-23,47023670,SO,EFT,Not Available,10,0
32607,23-Dec,29-Dec-23,47046172,SCR,EFT,Not Available,10,0
32607,23-Dec,29-Dec-23,47046210,SO,EFT,Not Available,0,-10
32607,23-Dec,29-Dec-23,47046211,SO,EFT,Not Available,10,0
32610,23-Dec,05-Dec-23,46991864,0,COUNTER,Not Available,35,0
32610,23-Dec,14-Dec-23,47012226,0,COUNTER,Not Available,35,0
32610,23-Dec,21-Dec-23,47029628,0,COUNTER,Not Available,35,0
32610,23-Dec,29-Dec-23,47047009,0,COUNTER,Not Available,35,0
32624,23-Dec,14-Dec-23,47012649,1,COUNTER,Not Available,200,0
32638,23-Dec,11-Dec-23,47006306,1,COUNTER,Not Available,50,0
32643,23-Dec,08-Dec-23,47001938,1,COUNTER,Not Available,10,0
32643,23-Dec,18-Dec-23,47022268,1,COUNTER,Not Available,0,-400
32644,23-Dec,01-Dec-23,46981728,SD,EFT,Not Available,100,0
32656,23-Dec,04-Dec-23,46989549,SCR,EFT,Not Available,229,0
32656,23-Dec,04-Dec-23,46989583,SO,EFT,Not Available,0,-229
32656,23-Dec,04-Dec-23,46989584,SO,EFT,Not Available,229,0
32656,23-Dec,05-Dec-23,46990288,SD,EFT,Not Available,20,0
32656,23-Dec,12-Dec-23,47006663,SD,EFT,Not Available,20,0
32656,23-Dec,15-Dec-23,47017844,WFER,WEB,Not Available,0,-170
32656,23-Dec,19-Dec-23,47022627,SD,EFT,Not Available,20,0
32656,23-Dec,23-Dec-23,47035990,WFER,WEB,Not Available,0,-150
32656,23-Dec,26-Dec-23,47038646,SD,EFT,Not Available,20,0
32658,23-Dec,01-Dec-23,46981569,SD,EFT,Not Available,10,0
32658,23-Dec,08-Dec-23,46998513,SD,EFT,Not Available,10,0
32658,23-Dec,15-Dec-23,47014144,SD,EFT,Not Available,10,0
32658,23-Dec,20-Dec-23,47026272,1,COUNTER,Not Available,0,-120
32658,23-Dec,22-Dec-23,47030747,SD,EFT,Not Available,10,0
32658,23-Dec,29-Dec-23,47044055,SD,EFT,Not Available,10,0
32662,23-Dec,05-Dec-23,46992299,1,COUNTER,Not Available,0,"-1,000.00"
32669,23-Dec,01-Dec-23,46984251,1,COUNTER,Not Available,6,0
32669,23-Dec,15-Dec-23,47017445,1,COUNTER,Not Available,12,0
32669,23-Dec,22-Dec-23,47034578,1,COUNTER,Not Available,12,0
32671,23-Dec,05-Dec-23,46990289,SD,EFT,Not Available,570,0
32673,23-Dec,06-Dec-23,46992494,SD,EFT,Not Available,5,0
32673,23-Dec,13-Dec-23,47008580,SD,EFT,Not Available,5,0
32673,23-Dec,19-Dec-23,47024223,2,Not Available,Not Available,0,-550
32673,23-Dec,20-Dec-23,47024616,SD,EFT,Not Available,5,0
32673,23-Dec,26-Dec-23,47038647,SF,EFT,Not Available,12,0
32673,23-Dec,27-Dec-23,47040011,SD,EFT,Not Available,5,0
32674,23-Dec,01-Dec-23,46985067,WBDB,WEB,Not Available,176,0
32674,23-Dec,09-Dec-23,47002912,WBDB,WEB,Not Available,5,0
32675,23-Dec,01-Dec-23,46985080,WBDB,WEB,Not Available,176,0
32675,23-Dec,09-Dec-23,47002911,WBDB,WEB,Not Available,5,0
32676,23-Dec,20-Dec-23,47024776,SCR,EFT,Not Available,100,0
32676,23-Dec,20-Dec-23,47024881,SO,EFT,Not Available,0,-100
32676,23-Dec,20-Dec-23,47024882,SO,EFT,Not Available,100,0
32678,23-Dec,01-Dec-23,46981729,SD,EFT,Not Available,300,0
32678,23-Dec,11-Dec-23,47005202,WFER,WEB,Not Available,0,-700
32682,23-Dec,04-Dec-23,46989649,1,COUNTER,Not Available,0,-40
32682,23-Dec,08-Dec-23,47001632,1,COUNTER,Not Available,0,-20
32689,23-Dec,01-Dec-23,46983451,SCR,EFT,Not Available,1,0
32689,23-Dec,01-Dec-23,46983696,SO,EFT,Not Available,0,-1
32689,23-Dec,01-Dec-23,46983697,SO,EFT,Not Available,1,0
32689,23-Dec,08-Dec-23,47000436,SCR,EFT,Not Available,1,0
32689,23-Dec,08-Dec-23,47000598,SO,EFT,Not Available,0,-1
32689,23-Dec,08-Dec-23,47000599,SO,EFT,Not Available,1,0
32689,23-Dec,15-Dec-23,47015887,SCR,EFT,Not Available,1,0
32689,23-Dec,15-Dec-23,47016092,SO,EFT,Not Available,0,-1
32689,23-Dec,15-Dec-23,47016093,SO,EFT,Not Available,1,0
32689,23-Dec,22-Dec-23,47032939,SCR,EFT,Not Available,300,0
32689,23-Dec,22-Dec-23,47033143,SO,EFT,Not Available,0,-300
32689,23-Dec,22-Dec-23,47033144,SO,EFT,Not Available,300,0
32689,23-Dec,29-Dec-23,47045812,SCR,EFT,Not Available,1,0
32689,23-Dec,29-Dec-23,47045869,SO,EFT,Not Available,0,-1
32689,23-Dec,29-Dec-23,47045870,SO,EFT,Not Available,1,0
32690,23-Dec,07-Dec-23,46994439,SD,EFT,Not Available,150,0
32690,23-Dec,21-Dec-23,47029842,1,COUNTER,Not Available,0,-100
32693,23-Dec,07-Dec-23,46994440,SD,EFT,Not Available,45,0
32693,23-Dec,14-Dec-23,47010358,SD,EFT,Not Available,45,0
32693,23-Dec,21-Dec-23,47026813,SD,EFT,Not Available,45,0
32693,23-Dec,28-Dec-23,47041099,SD,EFT,Not Available,45,0
32694,23-Dec,07-Dec-23,46994168,SD,EFT,Not Available,5,0
32694,23-Dec,21-Dec-23,47026546,SD,EFT,Not Available,5,0
32696,23-Dec,12-Dec-23,47006845,WFER,WEB,Not Available,0,-200
32696,23-Dec,28-Dec-23,47042076,WFER,WEB,Not Available,0,-279
32699,23-Dec,19-Dec-23,47024215,DCT,Not Available,Not Available,70,0
32699,23-Dec,22-Dec-23,47033202,1,COUNTER,Not Available,0,-800
32706,23-Dec,01-Dec-23,46981730,SD,EFT,Not Available,5,0
32706,23-Dec,08-Dec-23,46998658,SD,EFT,Not Available,5,0
32706,23-Dec,15-Dec-23,47014291,SD,EFT,Not Available,5,0
32706,23-Dec,22-Dec-23,47030889,SD,EFT,Not Available,5,0
32706,23-Dec,29-Dec-23,47044197,SD,EFT,Not Available,5,0
32714,23-Dec,01-Dec-23,46981731,SD,EFT,Not Available,5,0
32714,23-Dec,08-Dec-23,46998659,SD,EFT,Not Available,5,0
32714,23-Dec,15-Dec-23,47014292,SD,EFT,Not Available,5,0
32714,23-Dec,22-Dec-23,47030890,SD,EFT,Not Available,5,0
32714,23-Dec,29-Dec-23,47044198,SD,EFT,Not Available,5,0
32715,23-Dec,01-Dec-23,46981731,SD,EFT,Not Available,50,0
32715,23-Dec,08-Dec-23,46998659,SD,EFT,Not Available,50,0
32715,23-Dec,15-Dec-23,47014292,SD,EFT,Not Available,50,0
32715,23-Dec,22-Dec-23,47030890,SD,EFT,Not Available,50,0
32715,23-Dec,29-Dec-23,47044198,SD,EFT,Not Available,50,0
32716,23-Dec,01-Dec-23,46981732,SD,EFT,Not Available,12.5,0
32716,23-Dec,08-Dec-23,46998660,SD,EFT,Not Available,12.5,0
32716,23-Dec,15-Dec-23,47014293,SD,EFT,Not Available,12.5,0
32716,23-Dec,22-Dec-23,47030891,SD,EFT,Not Available,12.5,0
32716,23-Dec,29-Dec-23,47044199,SD,EFT,Not Available,12.5,0
32720,23-Dec,01-Dec-23,46982373,SCR,EFT,Not Available,229.5,0
32720,23-Dec,02-Dec-23,46985999,MP03,POS,Not Available,0,-191.25
32720,23-Dec,03-Dec-23,46986986,MP04,POS,Not Available,0,-63.4
32720,23-Dec,04-Dec-23,46988591,MP04,POS,Not Available,0,-3
32720,23-Dec,05-Dec-23,46991683,MP04,POS,Not Available,0,-170
32720,23-Dec,06-Dec-23,46993039,MP04,POS,Not Available,0,-429
32720,23-Dec,08-Dec-23,46999253,SCR,EFT,Not Available,459,0
32720,23-Dec,08-Dec-23,47001508,SFDD,EFT,Not Available,0,-53.62
32720,23-Dec,09-Dec-23,47002589,MP04,POS,Not Available,0,-228
32720,23-Dec,09-Dec-23,47002785,MP04,POS,Not Available,0,-85
32720,23-Dec,11-Dec-23,47005072,MP04,POS,Not Available,0,-14.99
32720,23-Dec,15-Dec-23,47014843,SCR,EFT,Not Available,229.5,0
32720,23-Dec,20-Dec-23,47025273,MP04,POS,Not Available,0,-62.15
32720,23-Dec,22-Dec-23,47031513,SCR,EFT,Not Available,459,0
32720,23-Dec,22-Dec-23,47032244,MP04,POS,Not Available,0,-36.95
32720,23-Dec,28-Dec-23,47041790,MP04,POS,Not Available,0,-10
32720,23-Dec,30-Dec-23,47047953,MP03,POS,Not Available,0,-32
32720,23-Dec,31-Dec-23,47049129,MP03,POS,Not Available,0,-40.2
32723,23-Dec,15-Dec-23,47017697,1,COUNTER,Not Available,5,0
32724,23-Dec,01-Dec-23,46981733,SD,EFT,Not Available,138,0
32724,23-Dec,08-Dec-23,46998661,SD,EFT,Not Available,138,0
32724,23-Dec,15-Dec-23,47014294,SD,EFT,Not Available,138,0
32724,23-Dec,22-Dec-23,47030892,SD,EFT,Not Available,138,0
32724,23-Dec,29-Dec-23,47044200,SD,EFT,Not Available,138,0
32734,23-Dec,12-Dec-23,47006664,SD,EFT,Not Available,280,0
32741,23-Dec,01-Dec-23,46982270,SCR,EFT,Not Available,265.3,0
32741,23-Dec,01-Dec-23,46982344,SCR,EFT,Not Available,11.53,0
32741,23-Dec,01-Dec-23,46982528,SO,EFT,Not Available,0,-265.3
32741,23-Dec,01-Dec-23,46982529,SO,EFT,Not Available,265.3,0
32741,23-Dec,01-Dec-23,46982616,SO,EFT,Not Available,0,-11.53
32741,23-Dec,01-Dec-23,46982617,SO,EFT,Not Available,11.53,0
32741,23-Dec,01-Dec-23,46983362,WFER,WEB,Not Available,0,"-1,250.00"
32741,23-Dec,05-Dec-23,46990662,SCR,EFT,Not Available,35.65,0
32741,23-Dec,05-Dec-23,46990740,SO,EFT,Not Available,0,-35.65
32741,23-Dec,05-Dec-23,46990741,SO,EFT,Not Available,35.65,0
32741,23-Dec,06-Dec-23,46993357,MP02,ATM TRANSACTIONS,Not Available,0,-200
32741,23-Dec,07-Dec-23,46995835,MP04,POS,Not Available,0,-85
32741,23-Dec,08-Dec-23,46999320,SCR,EFT,Not Available,530.6,0
32741,23-Dec,08-Dec-23,46999457,SO,EFT,Not Available,0,-530.6
32741,23-Dec,08-Dec-23,46999458,SO,EFT,Not Available,530.6,0
32741,23-Dec,08-Dec-23,47000013,MP03,POS,Not Available,0,-10
32741,23-Dec,11-Dec-23,47004540,SCR,EFT,Not Available,521.36,0
32741,23-Dec,11-Dec-23,47004668,SO,EFT,Not Available,0,-521.36
32741,23-Dec,11-Dec-23,47004669,SO,EFT,Not Available,521.36,0
32741,23-Dec,11-Dec-23,47005469,MP03,POS,Not Available,0,-15
32741,23-Dec,13-Dec-23,47009438,MP04,POS,Not Available,0,-76
32741,23-Dec,14-Dec-23,47010830,SCR,EFT,Not Available,40.59,0
32741,23-Dec,14-Dec-23,47011191,SO,EFT,Not Available,0,-40.59
32741,23-Dec,14-Dec-23,47011192,SO,EFT,Not Available,40.59,0
32741,23-Dec,14-Dec-23,47013008,WIFR,WEB,Not Available,"3,000.00","-3,000.00"
32741,23-Dec,15-Dec-23,47014804,SCR,EFT,Not Available,265.3,0
32741,23-Dec,15-Dec-23,47015245,SO,EFT,Not Available,0,-265.3
32741,23-Dec,15-Dec-23,47015246,SO,EFT,Not Available,265.3,0
32741,23-Dec,15-Dec-23,47015930,SCR,EFT,Not Available,63.72,0
32741,23-Dec,15-Dec-23,47015942,SO,EFT,Not Available,0,-63.72
32741,23-Dec,15-Dec-23,47015943,SO,EFT,Not Available,63.72,0
32741,23-Dec,15-Dec-23,47017355,SDD,EFT,Not Available,0,-25.5
32741,23-Dec,16-Dec-23,47018605,MP04,POS,Not Available,0,"-2,300.00"
32741,23-Dec,19-Dec-23,47023612,WIFR,WEB,Not Available,813.07,-813.07
32741,23-Dec,19-Dec-23,47023786,MP04,POS,Not Available,0,-65
32741,23-Dec,22-Dec-23,47031681,SCR,EFT,Not Available,530.6,0
32741,23-Dec,22-Dec-23,47032159,SO,EFT,Not Available,0,-530.6
32741,23-Dec,22-Dec-23,47032160,SO,EFT,Not Available,530.6,0
32741,23-Dec,23-Dec-23,47035471,MP04,POS,Not Available,0,"-1,000.00"
32741,23-Dec,24-Dec-23,47036796,MP03,POS,Not Available,0,-8
32741,23-Dec,24-Dec-23,47037042,MP04,POS,Not Available,0,-4.82
32741,23-Dec,29-Dec-23,47045667,MP03,POS,Not Available,0,-37.06
32749,23-Dec,21-Dec-23,47028834,WIFR,WEB,Not Available,70,0
32751,23-Dec,25-Dec-23,47037405,SD,EFT,Not Available,100,0
32758,23-Dec,20-Dec-23,47024617,SD,EFT,Not Available,540,0
32761,23-Dec,04-Dec-23,46988108,SCR,EFT,Not Available,10,0
32761,23-Dec,04-Dec-23,46988326,SO,EFT,Not Available,0,-10
32761,23-Dec,04-Dec-23,46988327,SO,EFT,Not Available,10,0
32761,23-Dec,04-Dec-23,46989143,0,COUNTER,Not Available,140,0
32761,23-Dec,05-Dec-23,46990459,SCR,EFT,Not Available,287.31,0
32761,23-Dec,05-Dec-23,46990461,SCR,EFT,Not Available,428.96,0
32761,23-Dec,05-Dec-23,46990508,SO,EFT,Not Available,0,-287.31
32761,23-Dec,05-Dec-23,46990509,SO,EFT,Not Available,287.31,0
32761,23-Dec,05-Dec-23,46990512,SO,EFT,Not Available,0,-428.96
32761,23-Dec,05-Dec-23,46990513,SO,EFT,Not Available,428.96,0
32761,23-Dec,12-Dec-23,47006768,SCR,EFT,Not Available,143.71,0
32761,23-Dec,12-Dec-23,47006827,SO,EFT,Not Available,0,-143.71
32761,23-Dec,12-Dec-23,47006828,SO,EFT,Not Available,143.71,0
32767,23-Dec,01-Dec-23,46981734,SD,EFT,Not Available,10,0
32767,23-Dec,08-Dec-23,46998662,SD,EFT,Not Available,10,0
32767,23-Dec,15-Dec-23,47014295,SD,EFT,Not Available,10,0
32767,23-Dec,22-Dec-23,47030893,SD,EFT,Not Available,10,0
32767,23-Dec,29-Dec-23,47044201,SD,EFT,Not Available,10,0
32770,23-Dec,04-Dec-23,46987907,SD,EFT,Not Available,50,0
32774,23-Dec,07-Dec-23,46994441,SD,EFT,Not Available,100,0
32774,23-Dec,14-Dec-23,47010359,SD,EFT,Not Available,100,0
32774,23-Dec,21-Dec-23,47026814,SD,EFT,Not Available,100,0
32774,23-Dec,28-Dec-23,47041100,SD,EFT,Not Available,100,0
32777,23-Dec,01-Dec-23,46981735,SD,EFT,Not Available,110,0
32777,23-Dec,01-Dec-23,46984319,N,COUNTER,XRS correction for 28/11/23,60,-60
32777,23-Dec,06-Dec-23,46993899,DCT,Not Available,Not Available,97,0
32777,23-Dec,08-Dec-23,46998663,SD,EFT,Not Available,110,0
32777,23-Dec,08-Dec-23,47001849,2,Not Available,Not Available,0,"-1,500.00"
32777,23-Dec,15-Dec-23,47014296,SD,EFT,Not Available,110,0
32777,23-Dec,22-Dec-23,47030894,SD,EFT,Not Available,110,0
32777,23-Dec,29-Dec-23,47044202,SD,EFT,Not Available,110,0
32779,23-Dec,01-Dec-23,46981736,SD,EFT,Not Available,250,0
32783,23-Dec,21-Dec-23,47028425,1,COUNTER,Not Available,0,-500
32783,23-Dec,21-Dec-23,47028440,1,COUNTER,Not Available,886.92,0
32786,23-Dec,07-Dec-23,46994903,SCR,EFT,Not Available,25,0
32786,23-Dec,07-Dec-23,46995183,SO,EFT,Not Available,0,-25
32786,23-Dec,07-Dec-23,46995184,SO,EFT,Not Available,25,0
32786,23-Dec,14-Dec-23,47010781,SCR,EFT,Not Available,25,0
32786,23-Dec,14-Dec-23,47011145,SO,EFT,Not Available,0,-25
32786,23-Dec,14-Dec-23,47011146,SO,EFT,Not Available,25,0
32786,23-Dec,21-Dec-23,47027223,SCR,EFT,Not Available,25,0
32786,23-Dec,21-Dec-23,47027505,SO,EFT,Not Available,0,-25
32786,23-Dec,21-Dec-23,47027506,SO,EFT,Not Available,25,0
32786,23-Dec,22-Dec-23,47031698,SCR,EFT,Not Available,25,0
32786,23-Dec,22-Dec-23,47031847,SO,EFT,Not Available,0,-25
32786,23-Dec,22-Dec-23,47031848,SO,EFT,Not Available,25,0
32790,23-Dec,07-Dec-23,46996636,DCT,Not Available,Not Available,260,0
32792,23-Dec,01-Dec-23,46982977,MP04,POS,Not Available,0,-14.99
32792,23-Dec,01-Dec-23,46983006,MP04,POS,Not Available,0,-5.75
32792,23-Dec,01-Dec-23,46983137,MP03,POS,Not Available,0,-12.49
32792,23-Dec,01-Dec-23,46983159,MP03,POS,Not Available,0,-20.12
32792,23-Dec,01-Dec-23,46983271,MP03,POS,Not Available,0,-2.9
32792,23-Dec,01-Dec-23,46983939,MP03,POS,Not Available,0,-3
32792,23-Dec,01-Dec-23,46983959,MP03,POS,Not Available,0,-2.25
32792,23-Dec,01-Dec-23,46984085,MP03,POS,Not Available,0,-5
32792,23-Dec,01-Dec-23,46984094,MP03,POS,Not Available,0,-9.99
32792,23-Dec,01-Dec-23,46984100,MP03,POS,Not Available,0,-2.2
32792,23-Dec,01-Dec-23,46985313,WIFR,WEB,Not Available,50,-50
32792,23-Dec,02-Dec-23,46986077,MP04,POS,Not Available,0,-8.99
32792,23-Dec,02-Dec-23,46986185,MP03,POS,Not Available,0,-2.09
32792,23-Dec,02-Dec-23,46986364,MP03,POS,Not Available,0,-0.5
32792,23-Dec,02-Dec-23,46986630,MP03,POS,Not Available,0,-20
32792,23-Dec,03-Dec-23,46986874,MP03,POS,Not Available,0,-2.37
32792,23-Dec,03-Dec-23,46986905,MP03,POS,Not Available,0,-2.5
32792,23-Dec,03-Dec-23,46987181,MP03,POS,Not Available,0,-1.89
32792,23-Dec,03-Dec-23,46987187,MP03,POS,Not Available,0,-2.5
32792,23-Dec,03-Dec-23,46987200,MP03,POS,Not Available,0,-6
32792,23-Dec,03-Dec-23,46987384,MP03,POS,Not Available,0,-11
32792,23-Dec,03-Dec-23,46987402,MP03,POS,Not Available,0,-5.5
32792,23-Dec,03-Dec-23,46987416,MP03,POS,Not Available,0,-18.8
32792,23-Dec,04-Dec-23,46988050,SCR,EFT,Not Available,460.47,0
32792,23-Dec,04-Dec-23,46988391,MP04,POS,Not Available,0,-250
32792,23-Dec,04-Dec-23,46989465,WIFR,WEB,Not Available,400,-400
32792,23-Dec,04-Dec-23,46989535,N,COUNTER,Not Available,150,0
32792,23-Dec,04-Dec-23,46989867,WIFR,WEB,Not Available,150,-150
32792,23-Dec,05-Dec-23,46990649,SCR,EFT,Not Available,381.51,0
32792,23-Dec,05-Dec-23,46991554,MP03,POS,Not Available,0,-0.9
32792,23-Dec,05-Dec-23,46991913,WIFR,WEB,Not Available,200,-200
32792,23-Dec,05-Dec-23,46992165,WIFR,WEB,Not Available,50,-50
32792,23-Dec,06-Dec-23,46992968,MP03,POS,Not Available,0,-2.5
32792,23-Dec,06-Dec-23,46992970,MP03,POS,Not Available,0,-1
32792,23-Dec,06-Dec-23,46993195,MP03,POS,Not Available,0,-6.5
32792,23-Dec,07-Dec-23,46995521,MP03,POS,Not Available,0,-180
32792,23-Dec,07-Dec-23,46995696,MP03,POS,Not Available,0,-25.25
32792,23-Dec,07-Dec-23,46995719,MP03,POS,Not Available,0,-12.99
32792,23-Dec,07-Dec-23,46995854,MP03,POS,Not Available,0,-5
32792,23-Dec,07-Dec-23,46996377,MP03,POS,Not Available,0,-16
32792,23-Dec,07-Dec-23,46996420,MP03,POS,Not Available,0,-25
32792,23-Dec,07-Dec-23,46996568,MP03,POS,Not Available,0,-4.4
32792,23-Dec,07-Dec-23,46996570,MP03,POS,Not Available,0,-2.2
32792,23-Dec,07-Dec-23,46996765,WIFR,WEB,Not Available,150,-150
32792,23-Dec,08-Dec-23,46999863,MP03,POS,Not Available,0,-2.5
32792,23-Dec,08-Dec-23,47001642,SCR,EFT,Not Available,10,0
32792,23-Dec,09-Dec-23,47002339,MP03,POS,Not Available,0,-4.49
32792,23-Dec,09-Dec-23,47002545,MP03,POS,Not Available,0,-14.95
32792,23-Dec,09-Dec-23,47002631,MP03,POS,Not Available,0,-3.75
32792,23-Dec,09-Dec-23,47002931,MP03,POS,Not Available,0,-1.5
32792,23-Dec,09-Dec-23,47003207,MP03,POS,Not Available,0,-12.51
32792,23-Dec,09-Dec-23,47003262,MP03,POS,Not Available,0,-3.4
32792,23-Dec,09-Dec-23,47003287,WIFR,WEB,Not Available,150,-150
32792,23-Dec,10-Dec-23,47003595,MP03,POS,Not Available,0,-4
32792,23-Dec,10-Dec-23,47003636,MP03,POS,Not Available,0,-3.24
32792,23-Dec,10-Dec-23,47003666,MP03,POS,Not Available,0,-20.02
32792,23-Dec,10-Dec-23,47003843,MP03,POS,Not Available,0,-1.75
32792,23-Dec,10-Dec-23,47003866,MP03,POS,Not Available,0,-11
32792,23-Dec,10-Dec-23,47003868,MP03,POS,Not Available,0,-8.5
32792,23-Dec,11-Dec-23,47004793,MP04,POS,Not Available,0,-47.96
32792,23-Dec,11-Dec-23,47004832,MP03,POS,Not Available,0,-14
32792,23-Dec,11-Dec-23,47005366,MP03,POS,Not Available,0,-6
32792,23-Dec,11-Dec-23,47005462,MP03,POS,Not Available,0,-5.95
32792,23-Dec,11-Dec-23,47005464,MP03,POS,Not Available,0,-5.5
32792,23-Dec,11-Dec-23,47005466,MP03,POS,Not Available,0,-5.5
32792,23-Dec,11-Dec-23,47005632,MP03,POS,Not Available,0,-35.15
32792,23-Dec,11-Dec-23,47005818,MP03,POS,Not Available,0,-27
32792,23-Dec,11-Dec-23,47005827,MP03,POS,Not Available,0,-65
32792,23-Dec,12-Dec-23,47006732,SCR,EFT,Not Available,381.51,0
32792,23-Dec,12-Dec-23,47007099,MP03,POS,Not Available,0,-1
32792,23-Dec,12-Dec-23,47007162,MP03,POS,Not Available,0,-5.75
32792,23-Dec,12-Dec-23,47007477,MP03,POS,Not Available,0,-2.7
32792,23-Dec,12-Dec-23,47008013,WIFR,WEB,Not Available,200,-200
32792,23-Dec,13-Dec-23,47009187,MP03,POS,Not Available,0,-1.6
32792,23-Dec,14-Dec-23,47011318,MP03,POS,Not Available,0,-9.2
32792,23-Dec,14-Dec-23,47011502,MP03,POS,Not Available,0,-25.55
32792,23-Dec,14-Dec-23,47011617,MP03,POS,Not Available,0,-9.5
32792,23-Dec,14-Dec-23,47011618,MP03,POS,Not Available,0,-4.5
32792,23-Dec,14-Dec-23,47011619,MP03,POS,Not Available,0,-4.5
32792,23-Dec,14-Dec-23,47011620,MP04,POS,Not Available,0,-10.01
32792,23-Dec,14-Dec-23,47011621,MP03,POS,Not Available,0,-4.5
32792,23-Dec,14-Dec-23,47011624,MP03,POS,Not Available,0,-4.5
32792,23-Dec,14-Dec-23,47011682,MP03,POS,Not Available,0,-1.49
32792,23-Dec,14-Dec-23,47011749,MP03,POS,Not Available,0,-6.6
32792,23-Dec,14-Dec-23,47012069,MP03,POS,Not Available,0,-2.2
32792,23-Dec,15-Dec-23,47014964,SCR,EFT,Not Available,63.95,0
32792,23-Dec,15-Dec-23,47015607,MP03,POS,Not Available,0,-8.25
32792,23-Dec,15-Dec-23,47015626,MP03,POS,Not Available,0,-0.8
32792,23-Dec,16-Dec-23,47018466,MP03,POS,Not Available,0,-5.65
32792,23-Dec,16-Dec-23,47018469,MP03,POS,Not Available,0,-4.99
32792,23-Dec,16-Dec-23,47018471,MP03,POS,Not Available,0,-2.99
32792,23-Dec,16-Dec-23,47018632,MP03,POS,Not Available,0,-6
32792,23-Dec,17-Dec-23,47019483,MP03,POS,Not Available,0,-8.5
32792,23-Dec,18-Dec-23,47020699,MP03,POS,Not Available,0,-4.4
32792,23-Dec,18-Dec-23,47020707,MP03,POS,Not Available,0,-13
32792,23-Dec,18-Dec-23,47020746,MP03,POS,Not Available,0,-26.95
32792,23-Dec,18-Dec-23,47020825,MP03,POS,Not Available,0,-27.8
32792,23-Dec,18-Dec-23,47021012,MP03,POS,Not Available,0,-11
32792,23-Dec,18-Dec-23,47021013,MP03,POS,Not Available,0,-11
32792,23-Dec,18-Dec-23,47021439,MP03,POS,Not Available,0,-11.5
32792,23-Dec,19-Dec-23,47022764,SCR,EFT,Not Available,381.51,0
32792,23-Dec,19-Dec-23,47023270,MP03,POS,Not Available,0,-9
32792,23-Dec,19-Dec-23,47023326,MP03,POS,Not Available,0,-15
32792,23-Dec,19-Dec-23,47023483,MP03,POS,Not Available,0,-0.9
32792,23-Dec,19-Dec-23,47023484,MP03,POS,Not Available,0,-1.05
32792,23-Dec,20-Dec-23,47025304,MP03,POS,Not Available,0,-1.6
32792,23-Dec,21-Dec-23,47028189,MP03,POS,Not Available,0,-7.99
32792,23-Dec,21-Dec-23,47028556,MP03,POS,Not Available,0,-36.99
32792,23-Dec,21-Dec-23,47028574,MP03,POS,Not Available,0,-5.5
32792,23-Dec,21-Dec-23,47028585,MP03,POS,Not Available,0,-5.5
32792,23-Dec,22-Dec-23,47032535,MP03,POS,Not Available,0,-21.98
32792,23-Dec,22-Dec-23,47033236,MP03,POS,Not Available,0,-48
32792,23-Dec,22-Dec-23,47033241,MP03,POS,Not Available,0,-12.08
32792,23-Dec,22-Dec-23,47033525,MP03,POS,Not Available,0,-2.2
32792,23-Dec,22-Dec-23,47034665,WIFR,WEB,Not Available,200,-200
32792,23-Dec,22-Dec-23,47034691,WIFR,WEB,Not Available,160,-160
32792,23-Dec,23-Dec-23,47034973,MP03,POS,Not Available,0,-51.66
32792,23-Dec,23-Dec-23,47035002,MP03,POS,Not Available,0,-1.75
32792,23-Dec,23-Dec-23,47035296,MP03,POS,Not Available,0,-2.09
32792,23-Dec,23-Dec-23,47035319,MP03,POS,Not Available,0,-22.4
32792,23-Dec,24-Dec-23,47036102,WIFR,WEB,Not Available,50,-50
32792,23-Dec,24-Dec-23,47036489,MP03,POS,Not Available,0,-5.07
32792,23-Dec,24-Dec-23,47036493,MP03,POS,Not Available,0,-4.6
